SARS-CoV-2_reference_ox,mmm-sispa-ont-s11511-2
SARS-CoV-2_reference_ox,mmm-sispa-ont-s12220-1
SARS-CoV-2_reference_ox,mmm-sispa-ont-s12368-3
SARS-CoV-2_reference_ox,mmm-sispa-ont-s16621-2
SARS-CoV-2_reference_ox,mmm-sispa-ont-s24350-1
SARS-CoV-2_reference_ox,mmm-sispa-ont-s32219-2
SARS-CoV-2_reference_ox,mmm-sispa-ont-s53667-1
SARS-CoV-2_reference_ox,mmm-sispa-ont-s59130-3
SARS-CoV-2_reference_ox,mmm-sispa-ont-s64379-3
SARS-CoV-2_reference_ox,mmm-sispa-ont-s71898-2
SARS-CoV-2_reference_ox,phe-sispa-ont-s82718-1
SARS-CoV-2_reference_ox,mmm-sispa-ont-s98244-3
